reporting_date,seller_type,source_state,payment_type,total_shipments,total_picked,d0_shipments,d1_shipments,d2_shipments,d2_plus_shipments
20260529,MSR,UTTAR PRADESH,pp,14,13,7,6,0,0
20260328,MSR,WEST BENGAL,pp,13,13,8,1,4,0
20260618,MSR,MAHARASHTRA,pp,21,13,7,5,1,0
20260404,MSR,HARYANA,pp,14,13,8,0,5,0
20260615,MSR,MAHARASHTRA,cod,13,13,5,2,6,0
20260418,MSR,WEST BENGAL,pp,13,13,7,3,3,0
20260427,MSR,MAHARASHTRA,cod,14,13,6,5,2,0
20260406,MSR,RAJASTHAN,cod,13,13,0,10,3,0
20260613,MSR,KARNATAKA,pp,14,13,8,1,4,0
20260423,MSR,DELHI,cod,14,13,5,6,2,0
20260429,MSR,GUJARAT,cod,13,13,8,3,2,0
20260329,MSR,MAHARASHTRA,pp,15,13,9,3,1,0
20260521,MSR,MAHARASHTRA,cod,16,13,6,2,5,0
20260414,MSR,WEST BENGAL,pp,13,13,11,0,2,0
20260612,MSR,DELHI,pp,14,13,3,7,3,0
20260505,MSR,GUJARAT,pp,18,13,5,5,3,0
20260606,MSR,KARNATAKA,pp,13,13,11,0,2,0
20260406,MSR,KARNATAKA,pp,15,13,5,7,1,0
20260619,MSR,UTTAR PRADESH,pp,15,13,0,9,4,0
20260610,MSR,HARYANA,pp,13,13,6,7,0,0
20260528,MSR,MAHARASHTRA,pp,19,13,5,2,6,0
20260502,MSR,UTTAR PRADESH,pp,15,13,6,0,7,0
20260425,MSR,DELHI,cod,13,13,3,3,7,0
20260602,MSR,GUJARAT,cod,14,13,10,1,2,0
20260617,MSR,DELHI,pp,16,13,10,2,1,0
20260610,MSR,HARYANA,cod,13,13,9,4,0,0
20260415,MSR,GUJARAT,pp,15,13,8,3,2,0
20260504,MSR,PUNJAB,cod,14,13,7,6,0,0
20260413,MSR,MAHARASHTRA,cod,16,13,8,3,2,0
20260609,MSR,HARYANA,pp,15,13,6,4,3,0
20260513,MSR,UTTAR PRADESH,pp,16,13,2,10,1,0
20260610,MSR,DELHI,pp,18,13,5,4,4,0
20260405,MSR,MAHARASHTRA,pp,15,13,10,0,3,0
20260330,MSR,UTTAR PRADESH,cod,13,13,10,1,2,0
20260602,MSR,DELHI,pp,19,13,3,5,5,0
20260425,MSR,MAHARASHTRA,cod,18,13,6,0,7,0
20260525,MSR,GUJARAT,cod,16,13,10,2,1,0
20260526,MSR,UTTAR PRADESH,pp,22,13,7,6,0,0
20260613,MSR,RAJASTHAN,cod,13,13,10,0,3,0
20260603,MSR,DELHI,pp,17,14,6,7,1,0
20260424,MSR,TAMIL NADU,pp,16,14,14,0,0,0
20260421,MSR,DELHI,pp,16,14,6,8,0,0
20260518,MSR,UTTAR PRADESH,pp,22,14,3,4,7,0
20260512,MSR,DELHI,pp,17,14,6,7,1,0
20260403,MSR,DELHI,pp,16,14,4,5,5,0
20260408,MSR,RAJASTHAN,cod,14,14,13,1,0,0
20260327,MSR,HARYANA,pp,16,14,3,7,4,0
20260622,MSR,HARYANA,pp,18,14,11,3,0,0
20260420,MSR,KARNATAKA,pp,15,14,10,3,1,0
20260605,MSR,RAJASTHAN,pp,15,14,10,3,1,0
20260615,MSR,KARNATAKA,pp,15,14,10,3,1,0
20260621,MSR,HARYANA,pp,14,14,0,14,0,0
20260514,MSR,DELHI,pp,15,14,8,6,0,0
20260519,MSR,DELHI,cod,16,14,4,9,1,0
20260416,MSR,UTTAR PRADESH,pp,15,14,4,10,0,0
20260415,MSR,DELHI,pp,18,14,7,6,1,0
20260417,MSR,KARNATAKA,pp,16,14,7,6,1,0
20260618,MSR,KARNATAKA,pp,17,14,7,4,3,0
20260515,MSR,WEST BENGAL,pp,18,14,6,6,2,0
20260524,MSR,DELHI,cod,14,14,1,2,11,0
20260516,MSR,MAHARASHTRA,pp,19,14,3,3,8,0
20260420,MSR,UTTAR PRADESH,cod,16,14,5,8,1,0
20260606,MSR,PUNJAB,pp,17,14,14,0,0,0
20260508,MSR,KARNATAKA,pp,15,14,6,7,1,0
20260331,MSR,DELHI,pp,16,14,7,7,0,0
20260506,MSR,GUJARAT,cod,15,14,11,0,3,0
20260612,MSR,DELHI,cod,15,14,8,5,1,0
20260414,MSR,UTTAR PRADESH,pp,17,14,5,3,6,0
20260528,MSR,KARNATAKA,pp,14,14,12,2,0,0
20260616,MSR,KARNATAKA,pp,16,14,13,0,1,0
20260525,MSR,WEST BENGAL,pp,15,14,7,7,0,0
20260604,MSR,UTTAR PRADESH,pp,17,14,4,4,6,0
20260518,MSR,KARNATAKA,pp,17,14,9,5,0,0
20260516,MSR,DELHI,pp,18,14,3,1,10,0
20260608,MSR,KARNATAKA,pp,15,14,12,2,0,0
20260506,MSR,UTTAR PRADESH,pp,15,14,2,11,1,0
20260518,MSR,MAHARASHTRA,pp,20,14,5,6,3,0
20260424,MSR,WEST BENGAL,pp,17,14,8,4,2,0
20260408,MSR,WEST BENGAL,pp,21,14,6,8,0,0
20260413,MSR,UTTAR PRADESH,cod,15,14,10,2,2,0
20260501,MSR,GUJARAT,cod,15,14,5,9,0,0
20260401,MSR,UTTAR PRADESH,pp,16,14,3,9,2,0
20260619,MSR,KARNATAKA,pp,19,14,12,2,0,0
20260404,MSR,KARNATAKA,pp,15,14,8,2,4,0
20260527,MSR,GUJARAT,cod,14,14,8,1,5,0
20260609,MSR,GUJARAT,pp,16,14,4,10,0,0
20260413,MSR,UTTAR PRADESH,pp,18,15,4,4,7,0
20260522,MSR,UTTAR PRADESH,pp,17,15,5,9,1,0
20260526,MSR,DELHI,cod,15,15,4,8,3,0
20260605,MSR,DELHI,pp,24,15,4,9,2,0
20260601,MSR,PUNJAB,cod,15,15,13,2,0,0
20260616,MSR,UTTAR PRADESH,pp,15,15,1,3,11,0
20260331,MSR,MAHARASHTRA,pp,21,15,5,6,4,0
20260429,MSR,DELHI,pp,18,15,2,7,6,0
20260412,MSR,MAHARASHTRA,pp,15,15,0,12,3,0
20260406,MSR,WEST BENGAL,pp,20,15,13,2,0,0
20260609,MSR,DELHI,cod,17,15,2,3,10,0
20260530,MSR,KARNATAKA,pp,16,15,8,0,7,0
20260424,MSR,UTTAR PRADESH,pp,20,15,4,4,7,0
20260521,MSR,DELHI,cod,17,15,2,9,4,0
20260409,MSR,UTTARAKHAND,cod,15,15,13,0,2,0
20260327,MSR,KARNATAKA,pp,17,15,5,6,4,0
20260522,MSR,MAHARASHTRA,pp,17,15,5,8,2,0
20260407,MSR,DELHI,cod,18,15,4,8,3,0
20260423,MSR,MAHARASHTRA,pp,17,15,7,6,2,0
20260407,MSR,UTTAR PRADESH,pp,17,15,1,11,3,0
20260429,MSR,DELHI,cod,16,15,4,8,3,0
20260327,MSR,PUNJAB,pp,16,15,14,1,0,0
20260616,MSR,HARYANA,pp,19,15,10,5,0,0
20260418,MSR,DELHI,pp,16,15,2,2,11,0
20260422,MSR,DELHI,cod,15,15,6,5,4,0
20260515,MSR,KARNATAKA,pp,19,15,9,5,1,0
20260519,MSR,WEST BENGAL,pp,18,15,1,14,0,0
20260527,MSR,MAHARASHTRA,pp,24,16,10,2,4,0
20260414,MSR,MAHARASHTRA,cod,17,16,1,11,4,0
20260515,MSR,DELHI,pp,17,16,5,7,4,0
20260407,MSR,MAHARASHTRA,cod,18,16,3,10,3,0
20260411,MSR,MAHARASHTRA,cod,19,16,3,0,13,0
20260428,MSR,MAHARASHTRA,pp,25,16,11,4,1,0
20260622,MSR,UTTAR PRADESH,pp,20,16,2,14,0,0
20260424,MSR,MAHARASHTRA,pp,42,16,12,1,3,0
20260504,MSR,MAHARASHTRA,cod,19,16,5,9,2,0
20260408,MSR,HARYANA,pp,17,16,15,0,1,0
20260418,MSR,DELHI,cod,18,16,7,0,9,0
20260520,MSR,DELHI,pp,17,16,7,5,4,0
20260330,MSR,PUNJAB,pp,21,16,8,6,2,0
20260330,MSR,UTTAR PRADESH,pp,17,16,7,7,2,0
20260615,MSR,DELHI,cod,19,16,7,7,2,0
20260602,MSR,DELHI,cod,21,16,4,5,7,0
20260413,MSR,GUJARAT,pp,17,16,3,10,3,0
20260403,MSR,WEST BENGAL,pp,17,16,9,6,1,0
20260507,MSR,RAJASTHAN,cod,16,16,7,9,0,0
20260509,MSR,DELHI,pp,18,16,11,0,5,0
20260513,MSR,DELHI,cod,16,16,10,6,0,0
20260508,MSR,DELHI,pp,21,16,3,13,0,0
20260422,MSR,MAHARASHTRA,pp,18,16,8,6,2,0
20260420,MSR,DELHI,cod,16,16,5,7,4,0
20260330,MSR,DELHI,cod,17,16,11,3,2,0
20260409,MSR,HARYANA,cod,17,16,1,15,0,0
20260611,MSR,KARNATAKA,pp,18,16,11,3,2,0
20260509,MSR,RAJASTHAN,cod,16,16,15,0,1,0
20260609,MSR,WEST BENGAL,pp,23,16,6,10,0,0
20260406,MSR,GUJARAT,pp,18,17,14,2,1,0
20260419,MSR,HARYANA,cod,17,17,17,0,0,0
20260502,MSR,DELHI,pp,17,17,8,2,7,0
20260415,MSR,MAHARASHTRA,cod,19,17,7,5,5,0
20260514,MSR,MAHARASHTRA,pp,23,17,10,4,3,0
20260513,MSR,DELHI,pp,20,17,4,13,0,0
20260414,MSR,DELHI,cod,18,17,6,10,1,0
20260611,MSR,DELHI,cod,17,17,7,8,2,0
20260603,MSR,MAHARASHTRA,pp,24,17,7,10,0,0
20260530,MSR,DELHI,cod,18,17,6,3,8,0
20260617,MSR,UTTAR PRADESH,pp,17,17,3,14,0,0
20260415,MSR,PUNJAB,pp,17,17,2,14,1,0
20260413,MSR,GUJARAT,cod,17,17,8,8,1,0
20260505,MSR,RAJASTHAN,cod,18,17,10,5,2,0
20260427,MSR,DELHI,pp,19,17,9,7,1,0
20260420,MSR,MAHARASHTRA,pp,18,17,11,6,0,0
20260527,MSR,DELHI,cod,20,17,5,10,2,0
20260401,MSR,DELHI,cod,20,17,5,12,0,0
20260610,MSR,PUNJAB,pp,17,17,14,3,0,0
20260420,MSR,GUJARAT,cod,17,17,6,3,8,0
20260604,MSR,HARYANA,pp,20,17,12,4,1,0
20260615,MSR,DELHI,pp,21,17,8,4,5,0
20260406,MSR,PUNJAB,pp,19,18,9,9,0,0
20260516,MSR,UTTAR PRADESH,pp,20,18,6,1,11,0
20260504,MSR,TELANGANA,pp,19,18,0,13,5,0
20260417,MSR,WEST BENGAL,pp,22,18,9,8,1,0
20260507,MSR,KARNATAKA,pp,46,18,9,6,3,0
20260413,MSR,DELHI,pp,27,18,3,9,6,0
20260507,MSR,HARYANA,pp,23,18,0,18,0,0
20260403,MSR,MAHARASHTRA,pp,21,18,6,10,2,0
20260506,MSR,MAHARASHTRA,pp,24,18,11,5,2,0
20260601,MSR,DELHI,pp,22,18,3,10,5,0
20260406,MSR,TAMIL NADU,pp,19,18,17,1,0,0
20260525,MSR,DELHI,pp,24,18,6,7,5,0
20260601,MSR,KARNATAKA,pp,23,18,12,4,2,0
20260605,MSR,KARNATAKA,pp,18,18,11,3,4,0
20260418,MSR,HARYANA,cod,21,18,0,18,0,0
20260410,MSR,GUJARAT,pp,19,18,8,7,3,0
20260506,MSR,DELHI,cod,21,18,3,13,2,0
20260609,MSR,KARNATAKA,pp,21,18,14,3,1,0
20260521,MSR,DELHI,pp,20,18,5,8,5,0
20260520,MSR,MAHARASHTRA,pp,25,18,7,2,9,0
20260604,MSR,PUNJAB,pp,19,18,15,2,1,0
20260617,MSR,MAHARASHTRA,pp,22,18,4,6,8,0
20260610,MSR,KARNATAKA,pp,46,18,13,3,2,0
20260519,MSR,DELHI,pp,20,18,7,8,3,0
20260604,MSR,WEST BENGAL,pp,19,18,8,8,2,0
20260403,MSR,KARNATAKA,pp,19,18,0,15,3,0
20260413,MSR,KARNATAKA,pp,24,18,8,9,1,0
20260505,MSR,HARYANA,pp,20,18,1,16,1,0
20260411,MSR,DELHI,pp,19,19,7,2,10,0
20260417,MSR,HARYANA,pp,20,19,2,16,1,0
20260530,MSR,MAHARASHTRA,pp,22,19,8,0,11,0
20260330,MSR,KARNATAKA,pp,25,19,14,2,3,0
20260401,MSR,DELHI,pp,23,19,11,6,2,0
20260529,MSR,DELHI,cod,19,19,6,7,6,0
20260608,MSR,DELHI,cod,21,19,3,1,15,0
20260409,MSR,HARYANA,pp,24,19,2,14,3,0
20260609,MSR,UTTAR PRADESH,pp,21,19,2,4,13,0
20260406,MSR,UTTAR PRADESH,pp,29,19,3,6,10,0
20260601,MSR,MAHARASHTRA,pp,27,19,1,9,9,0
20260606,MSR,DELHI,cod,20,19,17,0,2,0
20260409,MSR,MAHARASHTRA,pp,22,19,13,4,2,0
20260401,MSR,RAJASTHAN,cod,19,19,7,12,0,0
20260520,MSR,DELHI,cod,21,20,5,4,11,0
20260520,MSR,UTTAR PRADESH,cod,20,20,0,11,9,0
20260619,MSR,MAHARASHTRA,pp,23,20,11,6,3,0
20260509,MSR,MAHARASHTRA,pp,21,20,10,3,7,0
20260508,MSR,WEST BENGAL,pp,21,20,15,5,0,0
20260411,MSR,HARYANA,pp,23,20,9,0,11,0
20260615,MSR,PUNJAB,pp,20,20,19,1,0,0
20260513,MSR,KARNATAKA,pp,20,20,7,10,3,0
20260413,MSR,DELHI,cod,34,21,8,8,5,0
20260505,MSR,KARNATAKA,pp,38,21,9,12,0,0
20260613,MSR,MAHARASHTRA,pp,23,21,11,0,10,0
20260604,MSR,KARNATAKA,pp,25,21,16,4,1,0
20260504,MSR,DELHI,pp,24,21,7,10,4,0
20260420,MSR,DELHI,pp,22,21,7,13,1,0
20260331,MSR,DELHI,cod,22,22,8,11,3,0
20260411,MSR,DELHI,cod,24,22,12,2,8,0
20260519,MSR,MAHARASHTRA,pp,27,22,7,14,1,0
20260526,MSR,KARNATAKA,pp,28,22,16,5,1,0
20260512,MSR,MAHARASHTRA,pp,31,22,7,13,2,0
20260410,MSR,DELHI,cod,23,22,8,7,7,0
20260425,MSR,MAHARASHTRA,pp,24,22,15,1,6,0
20260608,MSR,PUNJAB,pp,28,22,21,0,1,0
20260404,MSR,DELHI,cod,23,22,11,5,6,0
20260420,MSR,HARYANA,cod,23,22,14,8,0,0
20260511,MSR,KARNATAKA,pp,23,22,16,4,2,0
20260328,MSR,UTTAR PRADESH,pp,23,22,5,1,16,0
20260616,MSR,MAHARASHTRA,pp,27,22,4,13,5,0
20260526,MSR,DELHI,pp,25,22,6,13,3,0
20260622,MSR,MAHARASHTRA,pp,29,23,7,16,0,0
20260416,MSR,DELHI,cod,25,23,6,15,2,0
20260503,MSR,HARYANA,pp,25,23,0,8,15,0
20260522,MSR,KARNATAKA,pp,28,23,21,2,0,0
20260611,MSR,DELHI,pp,27,23,10,11,2,0
20260511,MSR,MAHARASHTRA,pp,32,23,7,12,4,0
20260513,MSR,MAHARASHTRA,pp,32,23,11,6,6,0
20260529,MSR,KARNATAKA,pp,25,23,12,11,0,0
20260529,MSR,MAHARASHTRA,pp,37,23,10,5,8,0
20260410,MSR,KARNATAKA,pp,25,23,12,8,3,0
20260430,MSR,TELANGANA,pp,23,23,1,0,22,0
20260408,MSR,DELHI,cod,24,23,13,8,2,0
20260417,MSR,DELHI,cod,26,23,7,13,3,0
20260408,MSR,DELHI,pp,29,24,13,8,3,0
20260526,MSR,MAHARASHTRA,pp,28,24,11,10,3,0
20260504,MSR,KARNATAKA,pp,28,24,16,7,1,0
20260327,MSR,MAHARASHTRA,pp,33,24,16,5,3,0
20260418,MSR,MAHARASHTRA,pp,25,24,14,4,6,0
20260428,MSR,DELHI,cod,26,24,13,10,1,0
20260505,MSR,MAHARASHTRA,pp,40,25,17,6,2,0
20260421,MSR,DELHI,cod,29,25,11,12,2,0
20260421,MSR,MAHARASHTRA,pp,26,25,8,16,1,0
20260525,MSR,MAHARASHTRA,pp,26,25,9,10,6,0
20260530,MSR,HARYANA,pp,31,25,8,0,17,0
20260515,MSR,MAHARASHTRA,pp,33,25,9,11,5,0
20260409,MSR,DELHI,pp,30,25,5,6,14,0
20260612,MSR,KARNATAKA,pp,30,26,19,6,1,0
20260326,MSR,DELHI,cod,27,26,13,6,7,0
20260401,MSR,MAHARASHTRA,pp,36,26,0,19,7,0
20260611,MSR,MAHARASHTRA,pp,36,26,8,14,4,0
20260612,MSR,MAHARASHTRA,pp,31,26,18,5,3,0
20260402,MSR,DELHI,pp,28,26,6,13,7,0
20260410,MSR,MAHARASHTRA,cod,29,26,6,11,9,0
20260402,MSR,MAHARASHTRA,pp,29,26,17,5,4,0
20260609,MSR,PUNJAB,pp,29,26,15,10,1,0
20260415,MSR,HARYANA,pp,31,27,3,1,23,0
20260327,MSR,DELHI,pp,29,27,13,10,4,0
20260609,MSR,MAHARASHTRA,pp,33,27,17,8,2,0
20260414,MSR,DELHI,pp,36,27,16,10,1,0
20260411,MSR,MAHARASHTRA,pp,29,27,18,0,9,0
20260406,MSR,DELHI,pp,30,27,14,11,2,0
20260502,MSR,MAHARASHTRA,pp,30,27,20,1,6,0
20260408,MSR,MAHARASHTRA,pp,28,27,15,9,3,0
20260328,MSR,MAHARASHTRA,pp,29,27,24,1,2,0
20260326,MSR,DELHI,pp,30,28,11,16,1,0
20260328,MSR,DELHI,cod,29,28,16,3,9,0
20260404,MSR,MAHARASHTRA,pp,36,28,19,3,6,0
20260430,MSR,MAHARASHTRA,pp,32,29,21,2,6,0
20260410,MSR,WEST BENGAL,pp,30,29,22,7,0,0
20260508,MSR,MAHARASHTRA,pp,37,29,14,7,8,0
20260504,MSR,MAHARASHTRA,pp,35,29,8,15,6,0
20260417,MSR,MAHARASHTRA,pp,29,29,4,23,2,0
20260327,MSR,DELHI,cod,29,29,7,14,8,0
20260602,MSR,MAHARASHTRA,pp,38,30,14,4,12,0
20260422,MSR,HARYANA,cod,32,30,27,3,0,0
20260621,MSR,UTTAR PRADESH,pp,32,30,0,25,5,0
20260410,MSR,DELHI,pp,30,30,7,16,7,0
20260531,MSR,DELHI,cod,31,30,6,7,17,0
20260610,MSR,WEST BENGAL,pp,30,30,30,0,0,0
20260404,MSR,DELHI,pp,34,31,11,4,16,0
20260429,MSR,MAHARASHTRA,pp,37,31,19,8,4,0
20260414,MSR,HARYANA,pp,31,31,20,7,4,0
20260606,MSR,MAHARASHTRA,pp,33,31,27,1,3,0
20260406,MSR,DELHI,cod,31,31,8,16,7,0
20260620,MSR,MAHARASHTRA,pp,35,31,10,2,19,0
20260416,MSR,MAHARASHTRA,pp,36,31,20,8,3,0
20260419,MSR,HARYANA,pp,33,32,26,4,2,0
20260618,MSR,UTTAR PRADESH,pp,34,32,11,20,1,0
20260403,MSR,DELHI,cod,33,32,8,24,0,0
20260407,MSR,HARYANA,pp,34,33,19,14,0,0
20260330,MSR,DELHI,pp,34,33,22,8,3,0
20260414,MSR,MAHARASHTRA,pp,34,33,22,10,1,0
20260409,MSR,DELHI,cod,36,34,7,15,12,0
20260410,MSR,MAHARASHTRA,pp,39,34,14,15,5,0
20260615,MSR,MAHARASHTRA,pp,43,34,11,19,4,0
20260615,MSR,UTTAR PRADESH,pp,36,34,1,6,27,0
20260604,MSR,MAHARASHTRA,pp,41,35,18,8,9,0
20260407,MSR,MAHARASHTRA,pp,41,35,2,23,10,0
20260514,MSR,UTTAR PRADESH,pp,38,36,2,33,1,0
20260505,MSR,TELANGANA,pp,37,37,1,8,28,0
20260415,MSR,MAHARASHTRA,pp,39,37,23,9,5,0
20260608,MSR,MAHARASHTRA,pp,44,37,7,28,2,0
20260429,MSR,TAMIL NADU,pp,45,37,36,1,0,0
20260406,MSR,MAHARASHTRA,pp,44,40,12,9,19,0
20260413,MSR,MAHARASHTRA,pp,48,42,13,19,10,0
20260330,MSR,MAHARASHTRA,pp,44,42,6,16,20,0
20260326,MSR,MAHARASHTRA,pp,47,43,21,13,9,0
20260410,MSR,HARYANA,pp,43,43,18,25,0,0
20260610,MSR,MAHARASHTRA,pp,58,44,22,20,2,0
20260423,MSR,HARYANA,pp,47,45,31,14,0,0
20260406,MSR,HARYANA,pp,47,46,29,17,0,0
20260515,MSR,UTTAR PRADESH,pp,48,46,34,11,1,0
20260418,MSR,HARYANA,pp,51,51,3,45,3,0
20260413,MSR,HARYANA,pp,54,53,31,20,2,0
20260605,MSR,MAHARASHTRA,pp,63,57,43,6,8,0
20260420,MSR,HARYANA,pp,60,59,37,18,4,0
20260422,MSR,HARYANA,pp,90,85,70,13,2,0
20260421,MSR,HARYANA,cod,90,89,63,26,0,0
20260421,MSR,HARYANA,pp,176,169,113,51,5,0
20260527,MVK,KARNATAKA,cod,6,0,0,0,0,0
20260420,MVK,KARNATAKA,cod,1,0,0,0,0,0
20260610,MVK,KARNATAKA,cod,2,0,0,0,0,0
20260525,MVK,KARNATAKA,cod,2,0,0,0,0,0
20251229,NAH,GUJARAT,cod,1,0,0,0,0,0
20260306,NAH,HARYANA,cod,1,0,0,0,0,0
20260301,NAH,HARYANA,cod,2,0,0,0,0,0
20260312,NAH,HARYANA,cod,9,0,0,0,0,0
20260317,NAH,KARNATAKA,cod,8,0,0,0,0,0
20260307,NAH,KARNATAKA,cod,3,0,0,0,0,0
20260313,NAH,TAMIL NADU,cod,5,0,0,0,0,0
20260319,NAH,GUJARAT,cod,7,0,0,0,0,0
20260315,NAH,KARNATAKA,cod,10,0,0,0,0,0
20260613,NAH,GUJARAT,pp,1,0,0,0,0,0
20260306,NAH,KARNATAKA,cod,3,0,0,0,0,0
20260302,NAH,DELHI,cod,4,0,0,0,0,0
20260318,NAH,DELHI,cod,55,0,0,0,0,0
20260306,NAH,DELHI,cod,7,0,0,0,0,0
20260322,NAH,GUJARAT,cod,2,0,0,0,0,0
20260318,NAH,DELHI,pp,1,0,0,0,0,0
20260624,NAH,HARYANA,pp,2,0,0,0,0,0
20260308,NAH,TAMIL NADU,cod,3,0,0,0,0,0
20260115,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260429,NAH,KARNATAKA,pp,1,0,0,0,0,0
20260311,NAH,GUJARAT,cod,1,0,0,0,0,0
20260424,NAH,DELHI,pp,1,0,0,0,0,0
20260624,NAH,DELHI,cod,14,0,0,0,0,0
20260309,NAH,TAMIL NADU,cod,15,0,0,0,0,0
20260120,NAH,TAMIL NADU,cod,1,0,0,0,0,0
20260320,NAH,DELHI,cod,44,0,0,0,0,0
20260223,NAH,DELHI,cod,3,0,0,0,0,0
20260312,NAH,DELHI,cod,23,0,0,0,0,0
20260309,NAH,GUJARAT,cod,1,0,0,0,0,0
20260314,NAH,DELHI,cod,25,0,0,0,0,0
20260203,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260224,NAH,DELHI,cod,1,0,0,0,0,0
20260319,NAH,HARYANA,cod,15,0,0,0,0,0
20260301,NAH,DELHI,cod,5,0,0,0,0,0
20260316,NAH,KARNATAKA,cod,13,0,0,0,0,0
20260226,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260322,NAH,DELHI,pp,3,0,0,0,0,0
20260117,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260310,NAH,DELHI,cod,6,0,0,0,0,0
20260129,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260311,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260311,NAH,HARYANA,cod,5,0,0,0,0,0
20260302,NAH,TAMIL NADU,cod,1,0,0,0,0,0
20260313,NAH,HARYANA,cod,1,0,0,0,0,0
20260323,NAH,DELHI,cod,118,0,0,0,0,0
20260316,NAH,DELHI,cod,52,0,0,0,0,0
20260307,NAH,GUJARAT,cod,1,0,0,0,0,0
20260311,NAH,DELHI,cod,22,0,0,0,0,0
20260323,NAH,TAMIL NADU,cod,19,0,0,0,0,0
20260220,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260313,NAH,DELHI,pp,1,0,0,0,0,0
20260316,NAH,TAMIL NADU,cod,6,0,0,0,0,0
20260621,NAH,GUJARAT,cod,1,0,0,0,0,0
20260405,NAH,TAMIL NADU,cod,1,0,0,0,0,0
20260307,NAH,TAMIL NADU,cod,1,0,0,0,0,0
20260306,NAH,GUJARAT,cod,2,0,0,0,0,0
20260324,NAH,DELHI,pp,1,0,0,0,0,0
20260306,NAH,TAMIL NADU,cod,1,0,0,0,0,0
20260324,NAH,KARNATAKA,cod,48,0,0,0,0,0
20260207,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260322,NAH,KARNATAKA,cod,58,0,0,0,0,0
20260531,NAH,DELHI,pp,1,0,0,0,0,0
20260205,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260303,NAH,TAMIL NADU,cod,3,0,0,0,0,0
20260201,NAH,HARYANA,cod,1,0,0,0,0,0
20260526,NAH,GUJARAT,cod,1,0,0,0,0,0
20260130,NAH,RAJASTHAN,cod,1,0,0,0,0,0
20260305,NAH,HARYANA,cod,5,0,0,0,0,0
20260319,NAH,KARNATAKA,cod,44,0,0,0,0,0
20260425,NAH,PUNJAB,cod,1,0,0,0,0,0
20260318,NAH,MAHARASHTRA,cod,4,0,0,0,0,0
20260127,NAH,TAMIL NADU,cod,1,0,0,0,0,0
20260324,NAH,MAHARASHTRA,cod,8,0,0,0,0,0
20260323,NAH,GUJARAT,cod,3,0,0,0,0,0
20260115,NAH,RAJASTHAN,cod,1,0,0,0,0,0
20260309,NAH,KARNATAKA,cod,9,0,0,0,0,0
20260312,NAH,TAMIL NADU,cod,7,0,0,0,0,0
20260321,NAH,KARNATAKA,cod,20,0,0,0,0,0
20260318,NAH,HARYANA,cod,14,0,0,0,0,0
20260205,NAH,TAMIL NADU,cod,1,0,0,0,0,0
20260319,NAH,TAMIL NADU,cod,8,0,0,0,0,0
20260314,NAH,KARNATAKA,cod,25,0,0,0,0,0
20260308,NAH,KARNATAKA,cod,4,0,0,0,0,0
20260105,NAH,DELHI,cod,1,0,0,0,0,0
20260322,NAH,DELHI,cod,70,0,0,0,0,0
20260325,NAH,HARYANA,cod,24,0,0,0,0,0
20260309,NAH,DELHI,cod,19,0,0,0,0,0
20260323,NAH,MAHARASHTRA,cod,7,0,0,0,0,0
20260305,NAH,GUJARAT,cod,1,0,0,0,0,0
20260321,NAH,DELHI,pp,2,0,0,0,0,0
20260320,NAH,TAMIL NADU,cod,12,0,0,0,0,0
20260313,NAH,DELHI,cod,36,0,0,0,0,0
20260222,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260322,NAH,MAHARASHTRA,cod,8,0,0,0,0,0
20260307,NAH,DELHI,cod,13,0,0,0,0,0
20260228,NAH,DELHI,cod,1,0,0,0,0,0
20260316,NAH,HARYANA,cod,9,0,0,0,0,0
20260624,NAH,KARNATAKA,cod,45,0,0,0,0,0
20260311,NAH,DELHI,pp,1,0,0,0,0,0
20260304,NAH,KARNATAKA,cod,1,0,0,0,0,0
20260226,NAH,DELHI,cod,3,0,0,0,0,0
20260324,NAH,GUJARAT,cod,10,0,0,0,0,0
20260308,NAH,HARYANA,cod,1,0,0,0,0,0
20260315,NAH,HARYANA,cod,6,0,0,0,0,0
20260325,NAH,GUJARAT,cod,1,0,0,0,0,0
20260305,NAH,MAHARASHTRA,cod,3,0,0,0,0,0
20260314,NAH,MAHARASHTRA,cod,1,0,0,0,0,0
20260122,NAH,GUJARAT,cod,1,0,0,0,0,0
20260320,NAH,KARNATAKA,cod,30,0,0,0,0,0
20260211,NAH,DELHI,cod,1,0,0,0,0,0
20260321,NAH,DELHI,cod,83,0,0,0,0,0
20260313,NAH,GUJARAT,cod,1,0,0,0,0,0
20260321,NAH,GUJARAT,cod,5,0,0,0,0,0
20260324,NAH,TAMIL NADU,cod,31,0,0,0,0,0
20260313,NAH,KARNATAKA,cod,13,0,0,0,0,0
20260325,NAH,TAMIL NADU,cod,15,0,0,0,0,0
20260321,NAH,HARYANA,cod,37,0,0,0,0,0
20260305,NAH,TAMIL NADU,cod,1,0,0,0,0,0
