reporting_date,destination_state,seller_type,payment_type,PHin,conv_num,fm_created,fm_picked,fm_d0_picked,zero_attempt_num,zero_attempt_denom,DHin,D0_OFD,First_attempt_delivered,fac_deno,total_delivered_attempts,total_attempts,rfr_num,rfr_deno,Breach_Num,Breach_Den,breach_plus1_num
20260509,MAHARASHTRA,AWP,pp,2,2,2,2,2,0,1,10,0,1,1,1,2,0,2,1,7,1
20260504,DELHI,FCL,cod,2,2,2,2,1,0,1,,,1,1,1,2,0,2,0,5,0
20260425,MAHARASHTRA,NEX,pp,2,2,2,2,2,,,2,2,0,2,0,2,0,2,0,3,0
20260711,TELANGANA,MRR,pp,2,0,2,2,2,,,3,2,2,2,2,2,0,2,0,2,0
20260702,RAJASTHAN,EMB,cod,1,1,2,2,1,0,1,2,2,0,2,0,2,0,2,,,
20260617,KERALA,MSR,pp,3,3,4,2,2,0,3,,,2,2,2,2,0,2,0,5,0
20260430,GUJARAT,PRH,cod,4,3,2,2,2,0,1,,,1,1,1,2,0,2,0,1,0
20260608,TAMIL NADU,XIH,cod,2,1,2,2,1,0,1,,,1,2,1,2,0,2,0,1,0
20260620,MAHARASHTRA,NAH,cod,3,1,2,2,2,0,1,1,1,1,2,1,2,0,2,0,2,0
20260709,TAMIL NADU,XIH,cod,2,0,2,2,1,0,1,,,1,2,1,2,0,2,0,1,0
20260608,MADHYA PRADESH,EML,cod,3,2,2,2,0,0,2,1,1,0,1,0,2,0,2,0,3,0
20260706,WEST BENGAL,RLL,pp,2,2,2,2,2,,,3,1,2,2,2,2,0,2,,,
20260708,PUNJAB,LVP,pp,2,2,2,2,2,,,2,2,1,2,1,2,1,2,0,2,0
20260527,MADHYA PRADESH,NEX,pp,1,1,2,2,1,,,2,2,2,2,2,2,0,2,,,
20260516,HARYANA,KIC,pp,1,0,2,2,1,,,2,2,2,2,2,2,0,2,,,
20260520,MADHYA PRADESH,REH,pp,2,2,2,2,2,,,3,2,2,2,2,2,0,2,0,1,0
20260705,ODISHA,INW,cod,2,1,2,2,2,,,1,0,1,1,2,2,0,2,0,2,0
20260706,DELHI,MSR,pp,1,0,2,2,0,,,1,1,2,2,2,2,0,2,0,1,0
20260604,HARYANA,MSR,pp,3,3,2,2,2,,,4,2,2,2,2,2,0,2,,,
20260706,ANDHRA PRADESH,BHH,pp,4,0,2,2,1,,,,,2,2,2,2,0,2,,,
20260708,BIHAR,ESC,cod,2,0,2,2,2,,,1,0,1,2,1,2,0,2,0,1,0
20260627,TELANGANA,DFX,pp,2,2,2,2,2,,,6,2,2,2,2,2,0,2,,,
20260519,JHARKHAND,KIC,pp,3,3,2,2,2,,,2,2,2,2,2,2,0,2,,,
20260506,RAJASTHAN,KIC,pp,3,3,2,2,2,,,,,0,0,2,2,0,2,0,2,0
20260602,WEST BENGAL,REH,pp,3,3,2,2,2,,,1,1,1,2,1,2,0,2,0,8,0
20260622,TAMIL NADU,WZI,pp,2,2,2,2,2,,,8,2,2,2,2,2,0,2,,,
20260705,HARYANA,IOH,pp,2,2,2,2,2,,,1,1,2,2,2,2,0,2,0,2,0
20260525,UTTARAKHAND,LOI,pp,2,2,2,2,2,,,2,2,2,2,2,2,0,2,,,
20260519,ANDHRA PRADESH,LUA,pp,2,2,2,2,2,1,1,4,2,2,2,2,2,0,2,0,2,0
20260421,ASSAM,LOI,pp,2,2,2,2,2,1,1,1,1,1,2,1,2,0,2,0,1,0
20260518,JHARKHAND,AWP,pp,2,2,2,2,2,,,2,2,2,2,2,2,0,2,0,2,0
20260626,MAHARASHTRA,SOL,cod,2,1,2,2,2,,,1,0,2,2,2,2,0,2,0,2,0
20260624,BIHAR,NAH,cod,2,2,2,2,2,,,2,2,2,2,2,2,0,2,0,4,0
20260624,ANDHRA PRADESH,ZEL,pp,3,3,2,2,0,,,,,2,2,2,2,0,2,0,3,0
20260529,TAMIL NADU,ZEL,pp,2,2,2,2,2,,,,,0,0,0,2,0,2,0,2,0
20260627,HIMACHAL PRADESH,LOI,cod,2,2,2,2,2,0,1,,,1,1,1,2,0,2,0,1,0
20260617,ANDHRA PRADESH,PRH,pp,2,2,2,2,2,,,3,2,2,2,2,2,0,2,0,1,0
20260503,KERALA,BHH,cod,2,2,2,2,1,,,1,0,2,2,2,2,0,2,1,4,0
20260509,KARNATAKA,ESL,pp,2,2,2,2,2,,,2,2,2,2,2,2,0,2,,,
20260523,JAMMU AND KASHMIR,AWP,cod,2,2,3,2,2,,,2,1,2,2,2,2,0,2,0,5,0
20260424,MAHARASHTRA,ESA,cod,1,1,2,2,0,,,3,2,2,2,2,2,0,2,,,
20260702,MADHYA PRADESH,MSR,pp,3,3,3,2,0,1,1,3,1,2,2,2,2,0,2,0,2,0
20260627,WEST BENGAL,RSL,pp,1,1,2,2,0,,,2,1,2,2,2,2,0,2,,,
20260629,MAHARASHTRA,SWT,cod,1,0,2,2,0,,,,,0,0,1,2,0,2,,,
20260519,ARUNACHAL PRADESH,FLO,pp,2,2,2,2,2,1,1,,,1,1,2,2,0,2,0,2,0
20260527,MAHARASHTRA,ESA,cod,3,3,3,2,2,,,2,2,2,2,2,2,0,2,0,3,0
20260424,WEST BENGAL,SWL,pp,2,2,2,2,2,,,1,0,2,2,2,2,0,2,0,1,0
20260516,MAHARASHTRA,EMB,cod,2,1,2,2,2,1,2,3,2,1,2,1,2,0,2,0,2,0
20260417,TELANGANA,RHY,pp,2,2,2,2,2,,,2,2,2,2,2,2,0,2,,,
20260630,JHARKHAND,REH,pp,2,2,2,2,2,,,2,2,2,2,2,2,0,2,0,3,0
20260526,WEST BENGAL,BBO,cod,2,2,2,2,2,,,2,2,2,2,2,2,0,2,0,1,0
20260525,WEST BENGAL,SDD,pp,1,1,2,2,1,,,1,1,2,2,2,2,0,2,,,
20260416,MAHARASHTRA,ZEL,pp,2,1,6,2,2,1,1,1,0,1,1,2,2,0,2,0,2,0
20260612,CHHATTISGARH,INW,cod,1,1,2,2,1,,,3,2,2,2,2,2,0,2,0,2,0
20260626,ODISHA,KPI,pp,2,2,3,2,2,,,3,1,2,2,2,2,0,2,0,2,0
20260423,JHARKHAND,AWP,cod,2,2,2,2,1,0,1,2,1,1,2,1,2,0,2,,,
20260710,TELANGANA,AWP,cod,3,0,2,2,0,,,2,0,2,2,2,2,0,2,,,
20260426,PUNJAB,FLO,pp,2,2,2,2,2,,,3,1,2,2,2,2,0,2,0,3,0
20260525,KERALA,PRH,cod,3,3,2,2,2,,,3,1,3,3,3,3,0,3,0,2,0
20260414,WEST BENGAL,PRH,cod,3,3,2,2,2,,,1,0,2,3,2,3,1,3,0,1,0
20260617,WEST BENGAL,SDD,pp,2,2,2,2,1,1,1,1,1,3,3,3,3,0,3,0,3,0
20260706,KARNATAKA,TEL,pp,3,3,2,2,2,1,1,3,2,1,2,2,3,0,3,,,
20260620,BIHAR,KIC,pp,3,3,3,2,2,,,1,0,2,2,3,3,0,3,0,2,0
20260524,WEST BENGAL,EMB,pp,2,2,2,2,2,,,3,3,3,3,3,3,0,3,0,2,0
20260608,PUNJAB,MSR,cod,2,1,2,2,1,2,3,2,2,2,3,2,3,0,3,0,2,0
20260529,KERALA,ESC,pp,2,2,2,2,2,,,1,1,2,3,2,3,1,3,0,2,0
20260615,ASSAM,BHH,cod,1,1,2,2,0,,,2,1,1,2,1,3,0,3,0,2,0
20260420,DELHI,SWT,pp,1,1,3,2,0,1,1,3,3,3,3,3,3,0,3,0,1,0
20260627,MAHARASHTRA,EMH,cod,2,1,2,2,2,0,1,,,1,2,2,3,0,3,0,1,0
20260425,KERALA,PRH,cod,1,1,2,2,1,,,1,0,2,3,2,3,0,3,0,1,0
20260609,TELANGANA,BGH,pp,3,3,2,2,2,,,,,3,3,3,3,0,3,,,
20260507,HARYANA,SDH,cod,2,1,16,2,2,12,12,2,0,0,1,0,3,0,3,0,1,0
20260511,ASSAM,BHH,cod,3,3,2,2,2,0,1,1,1,1,2,1,3,2,3,0,2,0
20260603,GUJARAT,SDD,cod,3,3,2,2,0,,,3,2,3,3,3,3,0,3,,,
20260613,TELANGANA,PRE,pp,1,1,2,2,0,,,,,2,2,2,3,0,3,0,10,0
20260529,DELHI,LUA,pp,2,2,2,2,2,,,1,1,3,3,3,3,0,3,0,2,0
20260702,RAJASTHAN,LUA,pp,3,2,2,2,2,,,5,2,1,2,2,3,0,3,,,
20260708,HARYANA,INW,cod,1,0,2,2,1,,,5,3,2,3,2,3,1,3,1,2,1
20260506,BIHAR,KIC,pp,2,2,2,2,1,,,3,1,3,3,3,3,0,3,0,1,0
20260622,KARNATAKA,GUD,pp,2,2,2,2,2,,,3,3,3,3,3,3,0,3,0,3,0
20260511,RAJASTHAN,REH,pp,2,2,2,2,2,,,2,1,1,2,2,3,1,3,0,3,0
20260427,RAJASTHAN,MSR,cod,1,1,2,2,1,0,1,,,1,2,1,3,0,3,1,2,0
20260519,UTTAR PRADESH,MOH,pp,1,1,2,2,1,,,3,2,2,3,2,3,0,3,0,3,0
20260602,JAMMU AND KASHMIR,ESA,pp,1,1,2,2,1,,,2,2,2,2,2,3,1,3,0,1,0
20260509,TAMIL NADU,LOS,pp,1,0,2,2,0,,,1,1,1,2,2,3,1,3,,,
20260415,TELANGANA,MOH,cod,2,1,3,2,1,1,1,3,1,3,3,3,3,0,3,0,2,0
20260625,KARNATAKA,AMA,pp,2,2,2,2,2,,,2,2,3,3,3,3,0,3,0,2,0
20260603,HARYANA,MSR,pp,1,1,2,2,0,,,2,2,3,3,3,3,0,3,0,4,0
20260627,BIHAR,IOH,pp,3,3,2,2,2,,,2,2,2,2,3,3,0,3,3,8,3
20260420,TAMIL NADU,COM,pp,2,2,2,2,2,,,,,3,3,3,3,0,3,0,3,0
20260418,UTTARAKHAND,PRH,pp,2,2,2,2,2,2,2,2,2,3,3,3,3,0,3,0,4,0
20260626,UTTAR PRADESH,ZEL,pp,2,2,4,2,2,2,2,3,3,3,3,3,3,0,3,,,
20260626,TELANGANA,MSR,cod,2,2,2,2,1,0,2,2,2,1,3,1,3,0,3,,,
20260623,ODISHA,KPI,pp,1,1,2,2,1,,,3,2,3,3,3,3,0,3,0,4,0
20260414,ASSAM,INW,cod,2,2,2,2,0,,,4,3,3,3,3,3,0,3,,,
20260517,ANDHRA PRADESH,BHH,cod,4,3,2,2,1,,,3,0,2,2,3,3,0,3,0,2,0
20260616,MAHARASHTRA,NEX,pp,2,2,2,2,1,,,,,2,2,3,3,0,3,0,1,0
20260528,ANDHRA PRADESH,BHH,cod,2,2,3,2,1,0,1,2,2,1,3,1,3,1,3,0,3,0
20260706,PUNJAB,LVP,pp,2,2,2,2,2,,,2,2,3,3,3,3,0,3,0,3,0
20260513,JHARKHAND,FLO,pp,2,2,2,2,1,,,6,3,3,3,3,3,0,3,0,3,0
20260605,UTTAR PRADESH,SDD,cod,4,4,2,2,1,,,4,2,3,3,3,3,0,3,0,1,0
20260507,KARNATAKA,BBO,cod,2,1,2,2,2,,,3,3,3,3,3,3,0,3,,,
20260701,ANDHRA PRADESH,BHH,cod,4,3,3,2,1,1,1,7,2,2,3,2,3,1,3,,,
20260419,RAJASTHAN,MSR,pp,2,2,2,2,2,1,1,4,3,1,3,1,3,2,3,1,6,1
20260429,"",HBL,pp,1,1,2,2,0,,,3,3,3,3,3,3,0,3,,,
20260615,WEST BENGAL,EMB,cod,1,1,2,2,1,,,3,3,3,3,3,3,0,3,0,1,0
20260504,ANDHRA PRADESH,DFX,pp,2,1,2,2,2,0,1,7,1,1,2,1,3,1,3,0,8,0
20260629,HARYANA,LOI,cod,1,1,2,2,1,0,1,3,3,2,3,2,3,0,3,0,1,0
20260603,CHHATTISGARH,MSR,pp,3,3,3,2,1,0,1,,,2,2,3,3,0,3,0,2,0
20260518,GUJARAT,EMH,pp,3,3,2,2,2,,,3,2,3,3,3,3,0,3,0,1,0
20260602,CHHATTISGARH,INW,cod,1,1,2,2,1,,,4,3,3,3,3,3,0,3,0,1,0
20260617,TELANGANA,TEL,pp,2,2,2,2,2,,,1,1,3,3,3,3,0,3,0,2,0
20260709,GUJARAT,MOH,pp,4,0,2,2,1,,,5,3,3,3,3,3,0,3,0,2,0
20260422,HARYANA,AWP,cod,2,2,2,2,2,,,3,3,3,3,3,3,0,3,,,
20260414,JHARKHAND,REH,pp,2,2,2,2,2,,,3,3,3,3,3,3,0,3,0,2,0
20260710,BIHAR,IOH,pp,4,0,5,2,0,1,2,1,1,2,3,2,3,0,3,,,
20260621,WEST BENGAL,IOH,pp,1,1,3,2,1,,,5,3,3,3,3,3,0,3,0,5,0
20260502,HARYANA,KIC,pp,1,1,2,2,1,,,3,3,3,3,3,3,0,3,0,2,0
20260421,KERALA,BGH,pp,1,1,2,2,1,,,2,1,2,2,2,3,1,3,0,2,0
20260609,KARNATAKA,ESC,pp,2,2,2,2,2,,,2,2,3,3,3,3,0,3,0,1,0
20260509,KARNATAKA,NKD,pp,1,1,2,2,1,,,3,3,2,3,2,3,0,3,0,4,0
20260701,TELANGANA,FCL,cod,2,2,2,2,1,,,2,0,3,3,3,3,0,3,0,2,0
20260520,RAJASTHAN,REH,pp,2,2,2,2,2,0,1,4,1,1,2,2,3,0,3,0,3,0
20260501,UTTAR PRADESH,LUA,pp,3,3,3,2,2,1,1,4,2,3,3,3,3,0,3,1,2,0
20260425,GOA,EML,cod,1,1,2,2,0,0,1,2,2,0,2,0,3,0,3,0,2,0
20260429,GUJARAT,SDD,pp,1,1,2,2,0,,,2,2,3,3,3,3,0,3,0,4,0
20260609,ANDHRA PRADESH,ESC,cod,2,2,2,2,2,0,1,3,0,2,2,2,3,0,3,0,3,0
20260708,KARNATAKA,MSR,cod,1,0,3,2,0,1,1,4,3,2,3,2,3,1,3,0,1,0
20260528,JAMMU AND KASHMIR,FLO,pp,2,2,2,2,2,,,4,3,3,3,3,3,0,3,,,
20260506,UTTAR PRADESH,BSS,cod,2,1,4,2,1,3,4,2,0,0,1,2,3,0,3,,,
20260605,TAMIL NADU,KPI,pp,2,2,2,2,2,0,1,1,0,2,2,3,3,0,3,0,10,0
20260625,ODISHA,REH,pp,2,2,2,2,2,,,3,3,3,3,3,3,0,3,0,2,0
20260704,ODISHA,MSR,pp,3,3,2,2,1,2,2,2,2,3,3,3,3,0,3,0,6,0
20260420,BIHAR,REH,pp,4,4,2,2,2,0,1,2,2,2,3,2,3,1,3,2,6,1
20260708,ODISHA,KIC,cod,2,0,2,2,1,,,7,2,3,3,3,3,0,3,,,
20260710,TAMIL NADU,KPI,cod,2,0,2,2,2,,,5,1,1,2,1,3,1,3,0,1,0
20260623,ANDHRA PRADESH,KPI,pp,2,2,2,2,2,,,1,1,2,3,2,3,0,3,0,3,0
20260415,TAMIL NADU,PRH,cod,2,0,2,2,2,1,1,1,1,2,2,2,3,1,3,,,
20260513,MEGHALAYA,IOH,pp,2,2,2,2,2,,,,,3,3,3,3,0,3,0,2,0
20260606,MAHARASHTRA,MOH,pp,1,1,2,2,1,,,3,0,1,2,2,3,0,3,0,5,0
20260616,RAJASTHAN,REH,pp,2,0,2,2,2,,,10,3,3,3,3,3,0,3,0,2,0
20260619,RAJASTHAN,PRH,pp,1,1,3,2,1,,,3,3,3,3,3,3,0,3,0,5,0
20260617,MADHYA PRADESH,SDD,pp,5,5,2,2,2,1,1,1,1,1,2,2,3,0,3,0,2,0
20260414,PUNJAB,FLO,cod,2,2,3,2,2,,,4,2,1,3,1,3,1,3,0,1,0
20260603,TELANGANA,ESC,pp,2,2,2,2,2,,,3,2,3,3,3,3,0,3,,,
20260428,HARYANA,AWP,cod,3,3,2,2,1,,,2,1,1,2,1,3,1,3,0,3,0
20260501,RAJASTHAN,PRH,pp,1,1,2,2,1,1,1,1,1,3,3,3,3,0,3,0,5,0
20260612,ANDHRA PRADESH,AWP,pp,2,2,2,2,2,,,2,2,1,2,2,3,0,3,0,1,0
20260627,ASSAM,MSR,cod,1,1,2,2,1,0,1,2,2,0,2,1,3,1,3,0,2,0
20260516,KARNATAKA,EMB,pp,2,2,2,2,2,,,3,3,3,3,3,3,0,3,0,3,0
20260520,KERALA,REH,pp,3,3,2,2,2,,,3,2,3,3,3,3,0,3,,,
20260624,UTTAR PRADESH,RLL,pp,3,3,2,2,2,,,2,2,2,3,2,3,0,3,0,1,0
20260524,ASSAM,FLO,cod,2,0,2,2,2,0,1,1,1,1,3,1,3,1,3,0,2,0
20260414,TAMIL NADU,LSR,pp,6,5,4,2,1,1,1,6,2,1,2,2,3,0,3,0,1,0
20260708,GUJARAT,INW,cod,2,0,2,2,2,,,,,2,2,3,3,0,3,0,5,0
20260709,BIHAR,KIC,pp,2,1,2,2,1,,,2,1,3,3,3,3,0,3,0,6,0
20260616,ODISHA,INW,cod,4,4,2,2,2,,,2,2,3,3,3,3,0,3,0,1,0
20260429,RAJASTHAN,NAH,cod,2,1,2,2,2,0,2,1,0,0,1,0,3,2,3,1,3,1
20260425,ASSAM,MOH,pp,1,1,2,2,1,,,7,3,3,3,3,3,0,3,0,2,0
20260624,ODISHA,LOI,pp,3,3,2,2,2,,,4,3,3,3,3,3,0,3,0,1,0
20260515,ASSAM,LUA,cod,2,2,2,2,2,,,5,2,1,2,2,3,0,3,0,1,0
20260618,KERALA,LUA,pp,1,1,2,2,1,1,1,3,1,2,3,2,3,0,3,0,2,0
20260506,HIMACHAL PRADESH,KIC,cod,2,2,2,2,2,0,1,4,0,2,3,2,3,0,3,0,3,0
20260505,TELANGANA,EML,pp,4,4,2,2,0,,,,,1,1,1,3,0,3,0,1,0
20260630,RAJASTHAN,ESC,pp,2,2,2,2,2,,,1,1,3,3,3,3,0,3,0,3,0
20260504,HARYANA,ESA,cod,1,1,2,2,1,,,1,1,3,3,3,3,0,3,0,1,0
20260624,PUNJAB,IGS,pp,1,1,3,2,1,3,3,4,1,1,1,1,3,0,3,0,7,0
20260507,ODISHA,LOI,pp,2,2,3,2,2,,,3,3,3,3,3,3,0,3,,,
20260620,GOA,DBL,pp,2,2,2,2,0,,,3,3,3,3,3,3,0,3,,,
20260707,KARNATAKA,SDD,cod,1,1,3,2,1,,,3,2,3,3,3,3,0,3,0,5,0
20260708,GUJARAT,MSR,cod,1,0,3,2,1,0,1,1,0,1,3,1,3,0,3,0,1,0
20260711,KERALA,EMB,pp,3,0,3,2,2,,,2,2,3,3,3,3,0,3,0,6,0
20260602,GOA,EML,cod,3,3,2,2,0,,,1,1,3,3,3,3,0,3,0,1,0
20260529,KARNATAKA,SWT,pp,2,2,2,2,1,,,2,2,3,3,3,3,0,3,0,4,0
20260428,BIHAR,BSS,cod,2,1,4,2,1,,,3,2,1,3,1,3,1,3,0,2,0
20260516,KARNATAKA,BHH,pp,2,2,2,2,1,,,2,2,3,3,3,3,0,3,0,4,0
20260605,GUJARAT,MSR,cod,4,4,3,2,1,0,1,1,1,2,3,2,3,0,3,0,2,0
20260420,CHHATTISGARH,MSR,pp,2,2,2,2,1,,,4,2,2,3,2,3,0,3,0,5,0
20260529,KERALA,REH,pp,2,2,2,2,2,,,2,1,1,2,2,3,0,3,0,2,0
20260711,UTTAR PRADESH,LOS,pp,2,0,3,2,2,,,1,1,3,3,3,3,0,3,1,3,1
20260504,ODISHA,MOH,pp,3,3,2,2,2,0,1,3,3,3,3,3,3,0,3,0,3,0
20260612,PUNJAB,KIC,pp,1,1,2,2,1,,,1,1,3,3,3,3,0,3,,,
20260518,WEST BENGAL,MOH,pp,3,3,2,2,1,,,4,2,2,2,3,3,0,3,,,
20260710,UTTAR PRADESH,MSR,cod,6,0,3,2,2,1,1,6,2,3,3,3,3,0,3,1,3,0
20260525,WEST BENGAL,NAH,cod,2,0,2,2,2,0,1,1,0,0,2,0,3,2,3,0,2,0
20260615,KARNATAKA,RSL,pp,11,10,2,2,1,,,2,2,2,2,2,3,0,3,,,
20260620,RAJASTHAN,ESC,pp,2,2,2,2,2,,,3,2,3,3,3,3,0,3,1,3,0
20260606,PUNJAB,MSR,pp,3,3,2,2,2,,,3,3,3,3,3,3,0,3,0,5,0
20260502,BIHAR,FLO,pp,1,1,2,2,0,,,1,0,3,3,3,3,0,3,0,2,0
20260604,UTTARAKHAND,CUH,pp,2,2,2,2,2,,,3,2,3,3,3,3,0,3,0,2,0
20260612,MIZORAM,ESA,pp,2,2,2,2,2,,,1,0,3,3,3,3,0,3,,,
20260414,TAMIL NADU,WZI,cod,1,1,2,2,1,,,3,2,2,3,2,3,0,3,,,
20260622,KERALA,PRH,cod,1,1,2,2,1,0,1,4,2,2,3,2,3,0,3,0,1,0
20260511,BIHAR,LTL,pp,2,2,2,2,2,,,1,1,2,3,2,3,1,3,0,2,0
20260611,KARNATAKA,SWE,pp,2,2,2,2,2,,,2,2,3,3,3,3,0,3,0,3,0
20260511,ANDHRA PRADESH,AWP,pp,2,2,2,2,2,,,1,0,2,2,2,3,0,3,0,2,0
20260613,MAHARASHTRA,MSR,cod,3,3,2,2,1,0,1,3,2,1,3,1,3,1,3,0,3,0
20260618,ANDHRA PRADESH,FCL,cod,2,2,4,2,0,,,1,0,1,1,2,3,1,3,0,9,0
20260709,GUJARAT,EMH,pp,2,1,2,2,2,,,2,1,3,3,3,3,0,3,0,2,0
20260506,TELANGANA,KIC,cod,2,2,2,2,2,,,1,1,2,2,2,3,0,3,0,4,0
20260627,GUJARAT,EML,cod,4,3,2,2,2,0,2,1,1,1,2,1,3,0,3,0,8,0
20260610,RAJASTHAN,NAH,cod,2,0,2,2,2,0,2,4,1,1,1,1,3,1,3,0,2,0
20260618,PUNJAB,BSS,cod,2,2,2,2,0,,,3,3,2,3,2,3,0,3,0,1,0
20260527,KARNATAKA,SWT,pp,1,1,2,2,1,,,2,2,1,2,2,3,0,3,0,3,0
20260417,DELHI,KIC,cod,1,1,2,2,1,1,1,3,3,3,3,3,3,0,3,0,3,0
20260612,KARNATAKA,AWP,pp,2,2,2,2,2,,,1,1,2,3,2,3,1,3,1,4,1
20260619,TAMIL NADU,EMB,cod,2,2,4,2,2,1,1,5,3,3,3,3,3,0,3,0,5,0
20260701,KARNATAKA,MSR,cod,1,1,2,2,1,,,2,2,2,2,3,3,0,3,,,
20260705,GUJARAT,EML,cod,3,2,2,2,1,,,4,3,3,3,3,3,0,3,,,
20260624,NAGALAND,MOH,cod,2,2,2,2,2,,,,,0,1,1,3,1,3,0,1,0
20260506,ODISHA,REH,pp,2,2,2,2,2,,,5,3,2,3,2,3,1,3,0,5,0
20260703,UTTARAKHAND,PRH,pp,1,1,3,2,1,,,3,3,3,3,3,3,0,3,0,2,0
20260602,UTTAR PRADESH,ZEL,pp,2,2,2,2,2,,,,,0,0,0,3,0,3,0,3,0
20260428,MAHARASHTRA,BGH,pp,2,2,2,2,2,1,1,3,2,2,3,2,3,1,3,0,3,0
20260610,MADHYA PRADESH,ESC,pp,2,2,2,2,2,,,4,3,3,3,3,3,0,3,0,6,0
20260619,MAHARASHTRA,AWP,cod,4,4,2,2,0,,,4,0,1,3,1,3,1,3,0,3,0
20260514,KERALA,MSR,cod,1,1,2,2,1,,,3,0,1,1,2,3,0,3,0,4,0
20260625,CHHATTISGARH,EML,cod,1,0,2,2,1,,,2,2,3,3,3,3,0,3,,,
20260704,UTTAR PRADESH,MOH,pp,2,2,2,2,2,,,3,1,3,3,3,3,0,3,0,5,0
20260603,WEST BENGAL,LUA,cod,1,1,3,2,0,1,1,3,3,3,3,3,3,0,3,0,1,0
20260615,UTTAR PRADESH,SWE,cod,2,2,2,2,2,,,3,3,3,3,3,3,0,3,0,4,0
20260425,MADHYA PRADESH,LUA,cod,1,0,2,2,1,,,2,1,2,2,3,3,0,3,0,1,0
20260606,KARNATAKA,KPI,pp,2,2,2,2,2,1,1,1,0,3,3,3,3,0,3,0,2,0
20260604,RAJASTHAN,MOH,pp,2,2,2,2,2,,,3,3,2,3,2,3,0,3,0,4,0
20260417,GUJARAT,HOX,pp,2,2,2,2,2,,,,,2,2,3,3,0,3,0,5,0
20260602,KERALA,EML,pp,8,8,2,2,0,,,2,1,3,3,3,3,0,3,0,2,0
20260422,TAMIL NADU,RSL,pp,1,1,2,2,1,,,4,3,3,3,3,3,0,3,0,4,0
20260629,TELANGANA,FCL,cod,1,0,2,2,1,0,1,2,0,1,2,2,3,0,3,0,2,0
20260622,PUNJAB,MSR,pp,1,1,2,2,0,,,2,2,3,3,3,3,0,3,0,1,0
20260706,ASSAM,DBL,pp,4,0,2,2,1,,,4,3,3,3,3,3,0,3,0,1,0
20260506,JHARKHAND,FCL,pp,2,2,2,2,0,1,1,5,2,3,3,3,3,0,3,0,1,0
20260625,MEGHALAYA,FLO,pp,4,4,3,2,2,0,1,1,1,2,2,2,3,0,3,0,4,0
20260708,TELANGANA,DFX,pp,2,2,2,2,2,0,1,4,2,1,3,1,3,1,3,1,4,0
20260514,RAJASTHAN,MOH,pp,2,2,2,2,2,,,3,3,3,3,3,3,0,3,0,3,0
20260603,ODISHA,ESC,cod,2,1,2,2,2,,,4,3,3,3,3,3,0,3,0,1,0
20260515,KARNATAKA,SDD,pp,3,3,2,2,2,,,2,2,3,3,3,3,0,3,0,4,0
20260506,KERALA,LUA,pp,2,2,2,2,2,,,3,0,2,2,3,3,0,3,1,3,0
20260623,KARNATAKA,LUA,cod,1,0,2,2,1,0,1,2,2,1,2,1,3,0,3,0,2,0
20260520,TELANGANA,EMB,cod,2,2,2,2,2,0,1,1,1,2,3,2,3,0,3,0,3,0
20260429,TAMIL NADU,BSS,cod,2,2,3,2,0,,,4,1,2,3,2,3,1,3,1,2,0
20260518,DELHI,KIC,cod,2,2,2,2,1,0,1,2,2,2,3,2,3,0,3,0,4,0
20260513,MAHARASHTRA,MSR,cod,1,1,2,2,0,,,3,1,2,3,2,3,0,3,1,4,0
20260511,TAMIL NADU,SDD,pp,5,5,2,2,2,,,3,0,2,2,3,3,0,3,0,2,0
20260425,WEST BENGAL,LUA,cod,1,1,2,2,1,,,2,2,2,3,2,3,1,3,0,2,0
20260606,MAHARASHTRA,NEX,cod,1,1,3,2,1,,,2,1,2,3,2,3,0,3,,,
20260527,TELANGANA,MSR,pp,7,7,4,2,1,4,4,2,1,2,3,2,3,0,3,0,6,0
20260616,HARYANA,AWP,cod,4,4,2,2,2,,,1,0,2,2,2,3,1,3,0,4,0
20260609,GOA,LOI,pp,1,1,2,2,1,,,4,3,3,3,3,3,0,3,1,1,1
20260415,CHHATTISGARH,AWP,cod,10,10,2,2,0,,,4,0,2,3,2,3,1,3,0,3,0
20260430,WEST BENGAL,EMB,cod,1,1,2,2,1,,,3,3,3,3,3,3,0,3,0,3,0
20260502,PUNJAB,MSR,cod,4,2,2,2,1,,,3,3,3,3,3,3,0,3,0,4,0
20260530,BIHAR,LUA,pp,2,2,2,2,2,,,7,2,3,3,3,3,0,3,0,1,0
20260506,MAHARASHTRA,MSR,cod,3,3,2,2,2,0,1,2,1,2,2,3,3,0,3,0,4,0
20260602,TELANGANA,MOH,pp,3,2,2,2,2,,,3,3,3,3,3,3,0,3,,,
20260427,HIMACHAL PRADESH,FCL,pp,1,0,2,2,0,,,,,3,3,3,3,0,3,0,4,0
20260527,KARNATAKA,DBL,pp,5,5,3,2,1,,,3,3,3,3,3,3,0,3,,,
20260416,KERALA,NEX,pp,1,1,2,2,1,,,,,2,3,2,3,1,3,1,1,0
20260526,HIMACHAL PRADESH,FLO,pp,1,1,2,2,0,,,5,2,3,3,3,3,0,3,0,5,0
20260504,ANDHRA PRADESH,LUA,pp,1,1,3,2,1,1,1,4,0,2,2,3,3,0,3,0,2,0
20260704,JHARKHAND,MOH,cod,1,1,3,2,1,0,1,1,1,2,2,2,3,0,3,0,2,0
20260523,TRIPURA,FCL,pp,1,1,2,2,1,,,3,2,2,2,3,3,0,3,0,2,0
